season,episode,timecode_in,timecode_out,duration_line,line_order,text_line
1,4,"00:16:36,829","00:16:39,419",2.59,177,You are the only one who can take care of me.
1,4,"00:16:43,460","00:16:47,835",4.38,178,My life… is in your hands.
1,4,"00:16:55,305","00:16:56,595",1.29,179,How heartwarming.
1,4,"00:17:02,730","00:17:04,020",1.29,180,Keep going.
1,4,"00:17:08,444","00:17:11,494",3.05,181,There was also a cave where I lived.
1,4,"00:17:13,782","00:17:16,042",2.26,182,A bear cub was living inside…
1,4,"00:17:47,066","00:17:49,436",2.37,183,You cannot even take out your own father's sword.
1,4,"00:17:49,526","00:17:51,276",1.75,184,How do you expect to learn spells?
1,4,"00:17:53,030","00:17:57,704",4.67,185,No one in Daeho will be able to go against your father and open your gate of energy.
1,4,"00:17:57,785","00:18:03,170",5.38,186,That was the fate given to you by your father.
1,4,"00:18:24,520","00:18:25,690",1.17,187,You are not ready yet.
1,4,"00:18:31,985","00:18:38,162",6.18,188,"To unsheathe a mage's sword, you must master Ryusu and be able to channel your energy outward."
1,4,"00:18:38,951","00:18:42,161",3.21,189,You cannot do it just yet since you cannot control your energy.
1,4,"00:18:42,913","00:18:45,793",2.88,190,My father left this sword behind when he abandoned me.
1,4,"00:18:45,874","00:18:48,094",2.22,191,And I can only join Songrim if I unsheathe it.
1,4,"00:18:50,838","00:18:52,918",2.08,192,I want to unsheathe it and show them.
1,4,"00:18:54,133","00:18:55,473",1.34,193,Is that an act of stupidity?
1,4,"00:18:55,551","00:18:56,841",1.29,194,"No, it is an act of vigor."
1,4,"00:18:59,096","00:19:01,966",2.87,195,"Stay strong, Jang Uk."
1,4,"00:19:21,034","00:19:22,164",1.13,196,Your Royal Highness.
1,4,"00:19:22,244","00:19:24,714",2.47,197,"We have arrived at Cheonbugwan's Gwanju, Jang Gang's house."
1,4,"00:19:29,042","00:19:30,252",1.21,198,Young Master!
1,4,"00:19:32,296","00:19:34,666",2.37,199,You have a guest.
1,4,"00:19:35,382","00:19:36,302",0.92,200,Who is it?
1,4,"00:19:36,383","00:19:39,643",3.26,201,The Crown Prince has come to see you.
1,4,"00:20:01,992","00:20:08,082",6.09,202,This is the perfect weather to go fishing with Uk by Lake Gyeongcheondaeho.
1,4,"00:20:10,167","00:20:12,957",2.79,203,I wonder if he has recovered from the flogging.
1,4,"00:20:14,546","00:20:16,626",2.08,204,I am going to see him since I am worried.
1,4,"00:20:16,715","00:20:18,375",1.66,205,But why are you tagging along?
1,4,"00:20:19,801","00:20:21,181",1.38,206,I need to check something.
1,4,"00:20:21,261","00:20:23,391",2.13,207,There is something I told his maid.
1,4,"00:20:23,472","00:20:24,312",0.84,208,I see.
1,4,"00:20:24,389","00:20:27,019",2.63,209,I understand that we are visiting him as friends.
1,4,"00:20:27,100","00:20:28,690",1.59,210,But why are you here?
1,4,"00:20:29,811","00:20:31,941",2.13,211,I just happened to run into you.
1,4,"00:20:32,022","00:20:35,692",3.67,212,And I had something to nitpick him about. That is why.
1,4,"00:20:35,776","00:20:38,316",2.54,213,I see. You are going to nitpick.
1,4,"00:20:38,904","00:20:40,454",1.55,214,What is in that bundle?
1,4,"00:20:43,325","00:20:45,485",2.16,215,It is medicine to treat his wounds.
1,4,"00:20:46,036","00:20:49,826",3.79,216,I see. You are going to give him some medicine before nitpicking at him.
1,4,"00:20:51,041","00:20:53,341",2.30,217,I see. How incredible.
1,4,"00:20:55,379","00:20:57,549",2.17,218,You are here for Naksu's sword?
1,4,"00:20:57,631","00:20:59,551",1.92,219,The King has entrusted Cheonbugwan with it.
1,4,"00:21:00,050","00:21:03,300",3.25,220,"Jin Mu, the Assistant Gwanju, should take it since the Gwanju is absent."
1,4,"00:21:07,516","00:21:10,306",2.79,221,"Since you came here yourself, I will hand it over to you."
1,4,"00:21:10,394","00:21:11,484",1.09,222,You can take it.
1,4,"00:21:12,104","00:21:12,944",0.84,223,Bring it here.
1,4,"00:21:14,731","00:21:15,861",1.13,224,And one more thing.
1,4,"00:21:16,608","00:21:18,988",2.38,225,There is another sword here that you cannot unsheathe.
1,4,"00:21:20,654","00:21:24,164",3.51,226,The late king had bestowed it on Gwanju Jang Gang.
1,4,"00:21:24,783","00:21:26,373",1.59,227,I would like to take that as well.
1,4,"00:21:26,451","00:21:29,251",2.80,228,But that belongs to his father.
1,4,"00:21:29,955","00:21:31,665",1.71,229,He has the right to keep it.
1,4,"00:21:31,748","00:21:33,288",1.54,230,He was never entrusted with it.
1,4,"00:21:34,668","00:21:36,878",2.21,231,I heard Songrim had kept it all this time.
1,4,"00:21:36,962","00:21:39,882",2.92,232,"You only took it after being kicked out, did you not?"
1,4,"00:21:41,591","00:21:45,101",3.51,233,The royal palace will keep it until a new Gwanju is instated.
1,4,"00:21:46,930","00:21:48,060",1.13,234,Bring it to me.
1,4,"00:21:55,397","00:21:56,897",1.50,235,I cannot.
1,4,"00:21:58,525","00:22:02,315",3.79,236,"As you already know, no one acknowledges him as my father."
1,4,"00:22:03,864","00:22:06,624",2.76,237,It will not bode well for me if I lose that sword as well.
1,4,"00:22:07,743","00:22:10,253",2.51,238,"I will keep it, even if it means using it as decoration."
1,4,"00:22:13,874","00:22:18,958",5.08,239,"I must take it with me, but you refuse. It cannot be helped."
1,4,"00:22:21,298","00:22:22,968",1.67,240,Whoever wins shall take the sword.
1,4,"00:22:41,026","00:22:43,646",2.62,241,You are not fully trained for a true fight.
1,4,"00:22:50,535","00:22:54,578",4.04,242,"If you can push me over this line, I will leave."
1,4,"00:23:09,304","00:23:13,934",4.63,243,I am sure you expected me to grovel in humiliation.
1,4,"00:23:15,268","00:23:18,608",3.34,244,Going against you would be an act of stupidity.
1,4,"00:23:18,688","00:23:21,318",2.63,245,"However, there is someone who sees it as one of vigor."
1,4,"00:23:21,399","00:23:22,439",1.04,246,So I shall try.
1,4,"00:24:15,829","00:24:17,159",1.33,247,It is the energy.
1,4,"00:24:17,247","00:24:18,537",1.29,248,It was the flogging.
1,4,"00:24:18,623","00:24:20,673",2.05,249,It caused the torrent of energy to surge faster.
1,4,"00:24:21,543","00:24:22,543",1.00,250,I am glad you got flogged.
1,4,"00:24:23,170","00:24:26,880",3.71,251,All right. You can hit me as much as you want.
1,4,"00:25:46,002","00:25:47,302",1.30,252,Step back!
1,4,"00:25:47,921","00:25:49,671",1.75,253,Step back! This is from the chamber pots!
1,4,"00:26:02,060","00:26:03,600",1.54,254,What did you just do?
1,4,"00:26:05,021","00:26:05,901",0.88,255,Who is she?
1,4,"00:26:07,315","00:26:10,145",2.83,256,I serve this young master.
1,4,"00:26:07,315","00:26:10,145",2.83,257,How dare a maid intervene?
1,4,"00:26:13,863","00:26:15,283",1.42,258,"My apologies, Your Royal Highness."
1,4,"00:26:15,365","00:26:17,025",1.66,259,My maid was impudent.
1,4,"00:26:19,619","00:26:20,539",0.92,260,What is this?
1,4,"00:26:23,331","00:26:25,791",2.46,261,That is disgusting.
1,4,"00:26:25,875","00:26:27,875",2.00,262,You should return home and get changed.
1,4,"00:26:28,378","00:26:30,548",2.17,263,What?
1,4,"00:26:28,378","00:26:30,548",2.17,264,You stepped over the line.
1,4,"00:26:33,633","00:26:37,796",4.16,265,"You may have stepped back to avoid the filthy water, but you still lost."
1,4,"00:26:37,887","00:26:41,267",3.38,266,Please keep your word and let me have my father's sword.
1,4,"00:26:42,267","00:26:46,443",4.18,267,"As you can see, I am afraid I cannot see you out since I am heavily injured."
1,4,"00:26:54,154","00:26:55,454",1.30,268,What is going on?
1,4,"00:26:56,448","00:26:57,658",1.21,269,All right.
1,4,"00:26:57,741","00:26:59,581",1.84,270,I will keep my promise and let you have it.
1,4,"00:27:00,285","00:27:03,910",3.62,271,"However, I must punish her."
1,4,"00:27:09,127","00:27:11,707",2.58,272,I will not forgive her for tainting my clothes.
1,4,"00:28:04,599","00:28:07,139",2.54,273,I unsheathed this sword…
1,4,"00:28:21,199","00:28:22,909",1.71,274,Jang Uk!
1,4,"00:28:22,992","00:28:27,412",4.42,275,"I thought you did not know how to use spells, but you have been deceiving us all."
1,4,"00:28:27,997","00:28:28,827",0.83,276,That is not…
1,4,"00:28:29,457","00:28:31,537",2.08,277,What?
1,4,"00:28:38,633","00:28:40,053",1.42,278,You!
1,4,"00:28:40,135","00:28:42,425",2.29,279,How dare you point the sword at the Crown Prince?
1,4,"00:28:42,512","00:28:44,682",2.17,280,"No, it was not me."
1,4,"00:28:42,512","00:28:44,682",2.17,281,Uk! Put that down!
1,4,"00:28:45,682","00:28:47,892",2.21,282,Put it down right now!
1,4,"00:28:45,682","00:28:47,892",2.21,283,I want to!
1,4,"00:28:48,476","00:28:49,476",1.00,284,But I cannot!
1,4,"00:29:12,876","00:29:13,996",1.12,285,Stop it this instant!
1,4,"00:29:15,503","00:29:17,173",1.67,286,I have no control!
1,4,"00:29:29,642","00:29:30,642",1.00,287,Jang Uk.
1,4,"00:29:31,644","00:29:32,904",1.26,288,Die!
1,4,"00:29:42,781","00:29:43,821",1.04,289,Please stop.
1,4,"00:29:52,207","00:29:54,287",2.08,290,Stop it.
1,4,"00:29:52,207","00:29:54,287",2.08,291,This is weird. I cannot control my arm.
1,4,"00:29:54,375","00:29:55,705",1.33,292,What?
1,4,"00:29:57,128","00:29:59,128",2.00,293,I did not mean to do that…
1,4,"00:29:59,631","00:30:02,011",2.38,294,Goodness! Young Master!
1,4,"00:30:03,259","00:30:04,549",1.29,295,"Oh, dear!"
1,4,"00:30:09,015","00:30:10,015",1.00,296,It is a binding bracelet.
1,4,"00:30:10,099","00:30:12,769",2.67,297,Its weight will keep your arm under control.
1,4,"00:30:19,150","00:30:22,820",3.67,298,His energy overflowed into one arm and made it uncontrollable.
1,4,"00:30:24,447","00:30:25,617",1.17,299,Unbind him!
1,4,"00:30:28,159","00:30:29,199",1.04,300,Jang Uk.
1,4,"00:30:30,286","00:30:31,406",1.12,301,Grab your sword.
1,4,"00:30:33,623","00:30:34,583",0.96,302,Your Royal Highness.
1,4,"00:30:34,666","00:30:36,666",2.00,303,He is no match for you.
1,4,"00:30:36,751","00:30:38,341",1.59,304,Did you not just witness it all?
1,4,"00:30:38,419","00:30:40,959",2.54,305,He unsheathed his father's sword and pointed it at me.
1,4,"00:30:41,047","00:30:43,587",2.54,306,He just failed to control his energy.
1,4,"00:30:43,675","00:30:46,175",2.50,307,"As you can see, he even hit me."
1,4,"00:30:43,675","00:30:46,175",2.50,308,Shut it!
1,4,"00:30:48,179","00:30:50,769",2.59,309,"Your Royal Highness, you wielded your sword at him first."
1,4,"00:30:51,349","00:30:53,389",2.04,310,The sword you swung in anger broke.
1,4,"00:30:53,476","00:30:55,896",2.42,311,You should abide by the mages' customs and return home.
1,4,"00:30:59,023","00:31:01,993",2.97,312,How dare you stand against the Crown Prince?
1,4,"00:31:04,404","00:31:08,034",3.63,313,"Jang, Jin, Seo, and Park."
1,4,"00:31:04,404","00:31:08,034",3.63,314,All four of you are before me.
1,4,"00:31:08,950","00:31:11,580",2.63,315,I refuse to go home defeated.
1,4,"00:31:11,661","00:31:12,831",1.17,316,What will you do?
1,4,"00:31:14,080","00:31:16,830",2.75,317,Join hands and come at me.
1,4,"00:31:24,632","00:31:26,512",1.88,318,This is not looking good.
1,4,"00:31:26,593","00:31:29,603",3.01,319,It will look like our families are up against the royalty.
1,4,"00:31:29,679","00:31:31,599",1.92,320,This is getting pretty serious.
1,4,"00:31:31,681","00:31:33,271",1.59,321,Cho-yeon provoked him.
1,4,"00:31:33,349","00:31:35,019",1.67,322,What did I do?
1,4,"00:31:35,560","00:31:38,400",2.84,323,Then let us just hand Uk over.
1,4,"00:31:38,479","00:31:39,559",1.08,324,Your Royal Highness.
1,4,"00:31:40,273","00:31:42,693",2.42,325,They are the four heirs of Daeho.
1,4,"00:31:43,318","00:31:46,399",3.08,326,The King will be furious if he hears of this fight.
1,4,"00:31:47,906","00:31:50,236",2.33,327,Then what? Should I just leave?
1,4,"00:31:51,451","00:31:53,541",2.09,328,You should have stopped me before I started.
1,4,"00:32:07,675","00:32:08,635",0.96,329,"Mu-deok, you…"
1,4,"00:32:17,101","00:32:18,771",1.67,330,"I am terribly sorry, Your Royal Highness."
1,4,"00:32:20,146","00:32:24,482",4.34,331,How dare a lowly brat like me splash filthy chamber pot water on your precious clothes?
1,4,"00:32:29,656","00:32:31,946",2.29,332,I am sorry. I truly am.
1,4,"00:32:32,033","00:32:33,163",1.13,333,Go away.
1,4,"00:32:33,242","00:32:35,542",2.30,334,Get lost. You reek. Go.
1,4,"00:32:36,579","00:32:38,919",2.34,335,Please forgive us.
1,4,"00:32:42,752","00:32:47,552",4.80,336,"As a token of my apology, I will drink the rest of this."
1,4,"00:32:48,466","00:32:50,716",2.25,337,So please forgive us.
1,4,"00:33:00,687","00:33:01,647",0.96,338,Mu-deok!
1,4,"00:33:03,982","00:33:06,112",2.13,339,Why on earth would you drink that?
1,4,"00:33:08,861","00:33:09,821",0.96,340,Young Master!
1,4,"00:33:13,074","00:33:14,624",1.55,341,I should be the one drinking it.
1,4,"00:33:16,494","00:33:17,834",1.34,342,What?
1,4,"00:33:19,622","00:33:21,212",1.59,343,That is not true.
1,4,"00:33:21,290","00:33:23,130",1.84,344,Why would you drink this?
1,4,"00:33:23,209","00:33:25,709",2.50,345,"I am the cause of all this, so I should."
1,4,"00:33:25,795","00:33:28,625",2.83,346,You got it all wrong.
1,4,"00:33:25,795","00:33:28,625",2.83,347,His Royal Highness is upset at me.
1,4,"00:33:28,715","00:33:30,755",2.04,348,So I ought to drink it.
1,4,"00:33:34,387","00:33:36,387",2.00,349,There is quite a lot.
