season,episode,timecode_in,timecode_out,duration_line,line_order,text_line
1,2,"00:30:50,473","00:30:51,813",1.34,354,Jang Uk!
1,2,"00:30:52,392","00:30:53,772",1.38,355,Darn it!
1,2,"00:30:55,103","00:30:56,063",0.96,356,Uk!
1,2,"00:30:57,272","00:31:00,608",3.34,357,Gather all the pieces since I will have to put them back together.
1,2,"00:31:00,692","00:31:01,992",1.30,358,"Yes, my lady."
1,2,"00:31:00,692","00:31:01,992",1.30,359,"Yes, my lady."
1,2,"00:31:17,208","00:31:18,498",1.29,360,Jeez.
1,2,"00:31:19,127","00:31:20,957",1.83,361,That is the work of your young master.
1,2,"00:31:22,672","00:31:25,342",2.67,362,So that is how he saved me.
1,2,"00:31:25,425","00:31:26,505",1.08,363,"Gosh, that kid."
1,2,"00:31:26,593","00:31:29,143",2.55,364,"Last year, he broke off the engagement with the Jin family."
1,2,"00:31:29,220","00:31:31,640",2.42,365,"This time, he broke their heirloom."
1,2,"00:31:31,723","00:31:33,983",2.26,366,Engagement?
1,2,"00:31:31,723","00:31:33,983",2.26,367,Yes.
1,2,"00:31:35,184","00:31:37,064",1.88,368,He called off the wedding with her.
1,2,"00:31:37,729","00:31:41,269",3.54,369,"He got kicked out 12 times, broke off a wedding, and now, an heirloom."
1,2,"00:31:41,357","00:31:42,817",1.46,370,What a disaster.
1,2,"00:31:45,570","00:31:47,280",1.71,371,What will you do about him?
1,2,"00:31:48,197","00:31:49,367",1.17,372,Where is he?
1,2,"00:31:50,366","00:31:51,276",0.91,373,He got dragged away.
1,2,"00:31:51,951","00:31:55,291",3.34,374,I am afraid he will face severe punishment this time.
1,2,"00:32:02,712","00:32:05,212",2.50,375,I sent you to Gisan.
1,2,"00:32:06,299","00:32:08,509",2.21,376,Then you were kicked out in less than six months.
1,2,"00:32:09,344","00:32:11,104",1.76,377,Why did you come here tonight?
1,2,"00:32:11,179","00:32:14,219",3.04,378,"I heard you were troubled by the news, so I came to apologize."
1,2,"00:32:14,807","00:32:16,177",1.37,379,Is this how you apologize?
1,2,"00:32:18,811","00:32:21,691",2.88,380,Why did you break the pottery?
1,2,"00:32:21,773","00:32:26,737",4.96,381,"I was fascinated by it and wanted to take a look, but it slipped out of my hands."
1,2,"00:32:26,819","00:32:29,359",2.54,382,"Had I learned spells, that would not have happened."
1,2,"00:32:29,447","00:32:30,907",1.46,383,I guess I lack the teachings.
1,2,"00:32:30,990","00:32:32,580",1.59,384,Jang Uk!
1,2,"00:32:34,243","00:32:38,332",4.09,385,He also tampered with the door of the secret room and damaged it.
1,2,"00:32:38,831","00:32:41,961",3.13,386,He definitely did that on purpose.
1,2,"00:32:38,831","00:32:41,961",3.13,387,He is just jealous.
1,2,"00:32:42,752","00:32:45,842",3.09,388,I will not let it slide this time around.
1,2,"00:32:46,798","00:32:53,721",6.92,389,"Until I say so, I forbid Jang Uk from moving or talking."
1,2,"00:32:55,056","00:32:56,346",1.29,390,Repent.
1,2,"00:33:15,576","00:33:16,576",1.00,391,Do not worry.
1,2,"00:33:18,037","00:33:19,907",1.87,392,He will not punish him for too long.
1,2,"00:33:21,457","00:33:25,173",3.72,393,He almost died of a cold after he was punished all night long one day.
1,2,"00:33:26,087","00:33:29,377",3.29,394,Uk's gate of energy is opened just enough to keep him alive.
1,2,"00:33:29,465","00:33:32,045",2.58,395,So extreme cold or heat can be life-threatening.
1,2,"00:33:32,844","00:33:34,054",1.21,396,He cannot recover when he falls ill.
1,2,"00:33:34,637","00:33:38,517",3.88,397,Then open his gate of energy for him.
1,2,"00:33:34,637","00:33:38,517",3.88,398,He desperately wants it.
1,2,"00:33:39,142","00:33:40,852",1.71,399,You are his friends.
1,2,"00:33:41,894","00:33:43,774",1.88,400,We are still too weak to do that.
1,2,"00:33:45,106","00:33:46,566",1.46,401,But no one in Songrim…
1,2,"00:33:46,649","00:33:50,279",3.63,402,No. No one in Daeho is allowed to do that.
1,2,"00:33:55,491","00:33:58,621",3.13,403,Then he is already being punished for his entire lifetime.
1,2,"00:34:33,321","00:34:35,361",2.04,404,You are allowed to have a hot cup of tea.
1,2,"00:34:38,910","00:34:40,040",1.13,405,Young Master.
1,2,"00:34:40,661","00:34:43,581",2.92,406,I will go first and leave you behind.
1,2,"00:34:45,166","00:34:46,536",1.37,407,You are leaving without me?
1,2,"00:34:54,008","00:34:56,388",2.38,408,You are loyal and know your duties.
1,2,"00:34:57,261","00:35:02,893",5.63,409,"That is why you took me in, brought me here, and protected me."
1,2,"00:35:03,976","00:35:07,266",3.29,410,You must know very well that you cannot tell that to anyone.
1,2,"00:35:20,159","00:35:22,659",2.50,411,I will be safe thanks to you.
1,2,"00:35:33,673","00:35:36,683",3.01,412,The people I have met so far only wanted me dead.
1,2,"00:35:37,969","00:35:42,852",4.88,413,You are the first person who tried to save me.
1,2,"00:35:49,188","00:35:53,991",4.80,414,"Even if we meet again and come this close to each other, I will spare you."
1,2,"00:36:51,083","00:36:58,215",7.13,415,I will send a gift of apology to Gisan and pay the Jin family a hefty sum for what he did.
1,2,"00:36:58,799","00:37:02,219",3.42,416,Uk made too many mistakes this time.
1,2,"00:37:03,763","00:37:05,473",1.71,417,I had no choice but to punish him.
1,2,"00:37:05,556","00:37:07,386",1.83,418,I am glad you punished him.
1,2,"00:37:08,476","00:37:11,766",3.29,419,"Since you have done enough, I will take him home now."
1,2,"00:37:12,521","00:37:13,691",1.17,420,Sure.
1,2,"00:37:15,399","00:37:16,529",1.13,421,Thank you.
1,2,"00:37:22,448","00:37:25,528",3.08,422,Are you all right?
1,2,"00:37:22,448","00:37:25,528",3.08,423,"No, I am not."
1,2,"00:37:27,536","00:37:29,746",2.21,424,Did Mudeoki stop by our place?
1,2,"00:37:30,331","00:37:32,331",2.00,425,Why would she?
1,2,"00:37:33,209","00:37:36,879",3.67,426,"Speaking of which, where did she go while you were being punished?"
1,2,"00:37:37,505","00:37:38,585",1.08,427,Forget it.
1,2,"00:37:41,884","00:37:44,764",2.88,428,"By the way, why did you tamper with the secret room?"
1,2,"00:37:45,846","00:37:47,426",1.58,429,The stone door will not close.
1,2,"00:37:48,099","00:37:49,429",1.33,430,I do not know.
1,2,"00:37:52,311","00:37:54,811",2.50,431,Why did you break the pottery?
1,2,"00:37:52,311","00:37:54,811",2.50,432,I do not…
1,2,"00:37:56,816","00:37:58,396",1.58,433,I said I do not know.
1,2,"00:37:59,026","00:38:00,356",1.33,434,Stop asking me.
1,2,"00:38:10,454","00:38:12,374",1.92,435,Here are the firecrackers you wanted.
1,2,"00:38:12,456","00:38:14,496",2.04,436,They will be able to see them from miles away.
1,2,"00:38:17,545","00:38:18,665",1.12,437,All right.
1,2,"00:38:19,672","00:38:22,632",2.96,438,Why does Young Master Jang want them?
1,2,"00:38:22,717","00:38:25,087",2.37,439,Rumor has it that he was punished severely.
1,2,"00:38:25,177","00:38:26,677",1.50,440,So what is he scheming this time?
1,2,"00:38:28,681","00:38:29,681",1.00,441,It is a secret.
1,2,"00:38:30,558","00:38:32,348",1.79,442,"Do not tell anyone about this, okay?"
1,2,"00:38:34,145","00:38:35,395",1.25,443,Ju-wol.
1,2,"00:38:37,273","00:38:39,323",2.05,444,He should lie low for now.
1,2,"00:38:46,073","00:38:47,453",1.38,445,This is Songrim's Spirit Plaque.
1,2,"00:38:48,034","00:38:49,914",1.88,446,Are you free to enter there?
1,2,"00:38:49,994","00:38:52,164",2.17,447,Your young master must really trust you.
1,2,"00:38:52,913","00:38:55,003",2.09,448,This is such a precious item.
1,2,"00:38:56,083","00:38:57,633",1.55,449,He wants me to sell it.
1,2,"00:38:58,544","00:39:01,214",2.67,450,You cannot sell something like this that easily.
1,2,"00:39:01,297","00:39:02,297",1.00,451,Is that so?
1,2,"00:39:02,840","00:39:05,130",2.29,452,He said I would be able to sell it somewhere.
1,2,"00:39:05,718","00:39:10,224",4.51,453,"But then again, there is a merchant who purchases black market goods."
1,2,"00:39:11,807","00:39:14,227",2.42,454,But it will not be easy to hook you up.
1,2,"00:39:20,733","00:39:22,863",2.13,455,You will be getting a hefty sum.
1,2,"00:39:22,943","00:39:24,863",1.92,456,Can I have another chicken?
1,2,"00:39:24,945","00:39:27,525",2.58,457,Sure. I will put it on your young master's tab.
1,2,"00:39:27,615","00:39:29,525",1.91,458,Eat up. Eat lots.
1,2,"00:39:36,791","00:39:41,091",4.30,459,"Naksu's body may be here, but her soul lives on in another body."
1,2,"00:39:41,962","00:39:45,882",3.92,460,You will also be given new bodies through the alchemy of souls.
1,2,"00:39:45,966","00:39:50,346",4.38,461,So do not be afraid to sacrifice yourselves for me.
1,2,"00:39:50,429","00:39:51,599",1.17,462,"Yes, sir."
1,2,"00:39:50,429","00:39:51,599",1.17,463,"Yes, sir."
1,2,"00:40:11,742","00:40:12,662",0.92,464,Fire!
1,2,"00:40:31,345","00:40:32,845",1.50,465,I need my sword.
1,2,"00:40:32,930","00:40:34,970",2.04,466,I have become weak due to shifting souls.
1,2,"00:40:35,683","00:40:38,603",2.92,467,I need my sword's energy to open your gate of energy.
1,2,"00:40:38,686","00:40:43,397",4.71,468,"Even if we meet again and come this close to each other, I will spare you."
1,2,"00:40:48,195","00:40:50,655",2.46,469,I have no appetite.
1,2,"00:40:48,195","00:40:50,655",2.46,470,Young Master Jang.
1,2,"00:40:52,867","00:40:54,657",1.79,471,"Young Master Jang, they caught them."
1,2,"00:40:55,244","00:40:57,914",2.67,472,Mudeoki?
1,2,"00:40:55,244","00:40:57,914",2.67,473,Why would anyone catch her?
1,2,"00:40:58,914","00:41:01,044",2.13,474,Never mind.
1,2,"00:41:01,125","00:41:05,338",4.21,475,"Jin Mu, the Assistant Gwanju of Cheonbugwan, caught Naksu's men who raided Songrim."
1,2,"00:41:05,963","00:41:06,963",1.00,476,Really?
1,2,"00:41:09,550","00:41:13,430",3.88,477,Jin Mu brought the bodies of Naksu's men into the palace.
1,2,"00:41:13,512","00:41:15,642",2.13,478,We were the ones who caught Naksu.
1,2,"00:41:15,723","00:41:18,523",2.80,479,So I am worried we will become a laughingstock.
1,2,"00:41:18,601","00:41:23,806",5.20,480,Is it true that he spared none of the men?
1,2,"00:41:23,898","00:41:25,398",1.50,481,He killed them all.
1,2,"00:41:26,901","00:41:29,741",2.84,482,We have no way to track the source of the alchemy of souls.
1,2,"00:41:31,864","00:41:34,204",2.34,483,Jin Ho-gyeong of Jinyowon is here too.
1,2,"00:41:39,330","00:41:44,340",5.01,484,"I heard Jin Mu, the Assistant Gwanju of Cheonbugwan, caught the assassins that Songrim could not."
1,2,"00:41:45,169","00:41:48,169",3.00,485,How did they break Songrim's barrier twice?
1,2,"00:41:53,010","00:41:55,260",2.25,486,There was a soul shifter spy inside Songrim.
1,2,"00:41:55,346","00:41:58,636",3.29,487,"Thankfully, the Jin family's Gwigu caught him."
1,2,"00:41:59,600","00:42:00,890",1.29,488,Gwigu?
1,2,"00:42:00,976","00:42:02,846",1.87,489,I would like to see it too.
1,2,"00:42:02,937","00:42:05,227",2.29,490,I am afraid I cannot show you right now.
1,2,"00:42:05,314","00:42:08,154",2.84,491,They made the mistake of accidentally breaking it.
1,2,"00:42:09,235","00:42:11,485",2.25,492,How could you make such a foolish mistake?
1,2,"00:42:12,947","00:42:14,197",1.25,493,"My apologies, Your Majesty."
1,2,"00:42:15,241","00:42:21,745",6.50,494,"Since Jin Mu made this contribution, I summoned you all to tell you that I am considering promoting him to Gwanju."
1,2,"00:42:22,957","00:42:24,207",1.25,495,That is not right.
1,2,"00:42:24,291","00:42:27,001",2.71,496,Jang Gang is still the current Gwanju.
1,2,"00:42:27,086","00:42:32,052",4.97,497,"For he was given the robe and the sword by the late king, Jang Gang is the Gwanju of Cheonbugwan."
1,2,"00:42:32,633","00:42:35,303",2.67,498,"Furthermore, he has a son, Jang Uk."
1,2,"00:42:35,386","00:42:40,144",4.76,499,Jang Gang… has been away for decades using his training as an excuse.
1,2,"00:42:40,224","00:42:43,274",3.05,500,"His son, Jang Uk, physically cannot learn spells."
1,2,"00:42:43,352","00:42:47,612",4.26,501,Assistant Gwanju Jin Mu has been the one to fill in for him.
1,2,"00:42:49,441","00:42:55,199",5.76,502,"Your Majesty, the dark soul-related spell is forbidden sorcery among mages."
1,2,"00:42:55,281","00:42:59,790",4.51,503,And Songrim has always been the one to keep this under control.
1,2,"00:43:00,369","00:43:05,416",5.05,504,Songrim could have gotten to the bottom of this soul shifter incident and gotten rid of it all.
1,2,"00:43:07,042","00:43:10,922",3.88,505,But Jin Mu killed every single one of them.
1,2,"00:43:12,047","00:43:14,507",2.46,506,He actually ruined everything.
1,2,"00:43:14,592","00:43:19,892",5.30,507,Are you unhappy that Cheonbugwan took the credit?
1,2,"00:43:19,972","00:43:22,102",2.13,508,Songrim was the one who caught Naksu!
1,2,"00:43:22,182","00:43:24,062",1.88,509,And you took credit for it!
1,2,"00:43:26,395","00:43:28,305",1.91,510,We are not here to discuss that.
1,2,"00:43:30,816","00:43:37,570",6.75,511,"As for the Gwanju position, we will hold a mage meeting and make a decision once Jang Gang returns."
1,2,"00:43:38,574","00:43:41,704",3.13,512,Please grant him a different reward.
1,2,"00:43:45,205","00:43:46,455",1.25,513,Jin Mu.
1,2,"00:43:48,417","00:43:50,207",1.79,514,Tell me what you desire.
1,2,"00:43:53,088","00:43:55,008",1.92,515,The people are troubled by this sorcery.
1,2,"00:43:55,090","00:43:57,510",2.42,516,Allow me to burn Naksu's body in front of Cheonbugwan.
1,2,"00:43:57,593","00:43:58,763",1.17,517,As for Naksu's sword…
1,2,"00:43:59,845","00:44:03,175",3.33,518,Allow us to keep it since Songrim has lost it once already.
1,2,"00:44:06,602","00:44:08,312",1.71,519,You may do that.
1,2,"00:44:17,529","00:44:24,544",7.01,520,The best swords of the mages have always been stored in the Sword Room of Jeongjingak.
1,2,"00:44:25,663","00:44:28,083",2.42,521,But things have changed after that incident.
1,2,"00:44:29,541","00:44:31,711",2.17,522,Jin Mu of Cheonbugwan took Naksu's sword?
1,2,"00:44:31,794","00:44:35,384",3.59,523,Yes. He will burn Naksu's body there too.
1,2,"00:44:35,464","00:44:38,054",2.59,524,She will be there to witness her body getting burned.
1,2,"00:44:38,133","00:44:39,183",1.05,525,Who?
1,2,"00:44:39,259","00:44:40,179",0.92,526,Naksu?
1,2,"00:44:40,928","00:44:43,138",2.21,527,Do you still think Naksu has switched souls?
1,2,"00:44:44,306","00:44:46,806",2.50,528,Are you serious about accepting Naksu as your master?
1,2,"00:44:47,976","00:44:49,096",1.12,529,Forget it.
1,2,"00:44:50,020","00:44:51,360",1.34,530,Pour me some more tea.
1,2,"00:44:54,358","00:44:58,901",4.54,531,"You can do that yourself, lazybones."
1,2,"00:45:01,740","00:45:04,280",2.54,532,"Where is your maid, Mudeoki?"
1,2,"00:45:05,661","00:45:09,461",3.80,533,I will find her.
1,2,"00:45:05,661","00:45:09,461",3.80,534,"But first, I need that sword."
1,2,"00:45:16,547","00:45:22,223",5.68,535,"Seeing how he got rid of everything that was mine, he must think I failed to switch souls and died."
1,2,"00:45:23,762","00:45:26,642",2.88,536,I cannot look for the Danju since I do not know who he is.
1,2,"00:45:35,274","00:45:39,530",4.26,537,"Find the merchant who is selling a drawn Spirit Plaque, and you will find me."
1,2,"00:45:40,112","00:45:41,412",1.30,538,I will be waiting.
1,2,"00:46:04,136","00:46:05,596",1.46,539,That is Danhyanggok.
1,2,"00:46:08,724","00:46:12,234",3.51,540,CHEONBUGWAN
1,2,"00:46:12,311","00:46:14,021",1.71,541,I am here for Naksu's sword.
1,2,"00:46:14,730","00:46:16,020",1.29,542,Why would you?
1,2,"00:46:16,106","00:46:19,146",3.04,543,I heard His Majesty allowed Cheonbugwan to keep it.
1,2,"00:46:19,234","00:46:22,744",3.51,544,"Since Jang Gang is the Gwanju, it is right for his family to keep it."
1,2,"00:46:22,821","00:46:26,486",3.66,545,"Since your father is not here, it is only right that the Assistant Gwanju keeps it."
1,2,"00:46:29,953","00:46:33,543",3.59,546,"Since my father is not here, I, his son, should keep it."
1,2,"00:46:38,253","00:46:40,673",2.42,547,I heard you are searching everywhere for your master.
1,2,"00:46:41,423","00:46:43,133",1.71,548,I would like to take you in myself.
1,2,"00:46:43,800","00:46:46,510",2.71,549,But I cannot defy your father's commands since he was my master once.
1,2,"00:46:48,180","00:46:51,270",3.09,550,Why did he close his own son's gate of energy?
1,2,"00:46:52,309","00:46:54,189",1.88,551,I just cannot fathom it.
1,2,"00:46:58,857","00:47:01,277",2.42,552,The mage's energy flows through this sword.
1,2,"00:47:01,360","00:47:05,450",4.09,553,Someone as ordinary as you will not be able to unsheathe it.
1,2,"00:47:29,179","00:47:30,969",1.79,554,Are you afraid I will do it?
1,2,"00:47:33,892","00:47:39,442",5.55,555,"If I unsheathe it, I will be qualified as the next Gwanju. meaning you will be disqualified from getting that position."
1,2,"00:47:44,861","00:47:45,901",1.04,556,Do not worry.
1,2,"00:47:46,697","00:47:48,067",1.37,557,I cannot unsheathe it for now.
1,2,"00:48:00,002","00:48:01,212",1.21,558,"""For now""?"
1,2,"00:48:05,090","00:48:07,760",2.67,559,I saw firecrackers coming from Danhyanggok.
1,2,"00:48:07,843","00:48:09,683",1.84,560,Are you sure it was Danhyanggok?
1,2,"00:48:09,761","00:48:10,601",0.84,561,"Yes, my lord."
1,2,"00:48:10,679","00:48:13,219",2.54,562,"They came from the valley, Naksu's former home."
1,2,"00:48:33,102","00:48:35,063",1.96,563,I am looking for the one with the Spirit Plaque.
1,2,"00:48:44,338","00:48:46,128",1.79,564,"Ma'am, they are here."
1,2,"00:48:50,927","00:48:52,677",1.75,565,I guess someone wants to buy it.
1,2,"00:48:58,268","00:49:00,098",1.83,566,"The very last room, please."
1,2,"00:49:06,026","00:49:07,816",1.79,567,How could you lose it?
1,2,"00:49:07,903","00:49:10,283",2.38,568,I did not lose it. Someone stole it.
1,2,"00:49:10,364","00:49:11,874",1.51,569,I am certain it was Ae-hyang.
1,2,"00:49:14,326","00:49:16,326",2.00,570,Are you the one who brought this?
1,2,"00:49:18,830","00:49:21,080",2.25,571,I am here to buy the Spirit Plaque.
1,2,"00:49:21,917","00:49:23,457",1.54,572,You have come to the right person.
1,2,"00:49:30,717","00:49:32,507",1.79,573,She is no longer useful.
1,2,"00:49:32,594","00:49:34,434",1.84,574,Kill her to avoid further problems.
1,2,"00:49:46,729","00:49:47,778",1.05,575,"You know me, right?"
1,2,"00:49:47,859","00:49:50,580",2.72,576,I told you to let me know if someone brought that drawing.
1,2,"00:49:50,737","00:49:51,815",1.08,577,And I did.
1,2,"00:49:52,322","00:49:54,532",2.21,578,She is meeting them upstairs.
1,2,"00:49:55,409","00:49:57,659",2.25,579,So it was Ae-hyang.
1,2,"00:50:02,916","00:50:04,456",1.54,580,We are mages from Cheonbugwan.
1,2,"00:50:05,043","00:50:08,263",3.22,581,We just caught a thief.
1,2,"00:50:05,043","00:50:08,263",3.22,582,You can mind your own business.
1,2,"00:50:14,469","00:50:15,639",1.17,583,He killed her.
1,2,"00:50:16,680","00:50:18,220",1.54,584,He thought it was me.
1,2,"00:50:47,419","00:50:49,589",2.17,585,The Danju has cut me off.
1,2,"00:51:16,948","00:51:19,238",2.29,586,Is that truly you?
1,2,"00:51:23,955","00:51:26,035",2.08,587,Begin.
1,2,"00:51:23,955","00:51:26,035",2.08,588,"Yes, my lord."
1,2,"00:51:52,359","00:51:55,029",2.67,589,Cheonbugwan caught Naksu when Songrim failed?
1,2,"00:51:55,111","00:51:57,491",2.38,590,Songrim was pretty much humiliated.
1,2,"00:51:57,572","00:52:00,992",3.42,591,The Assistant Gwanju is over there.
1,2,"00:52:01,076","00:52:02,365",1.29,592,You are right.
1,2,"00:52:18,218","00:52:23,973",5.76,593,"So the Danju was Jin Mu, the Assistant Gwanju of the royal Cheonbugwan."
1,2,"00:52:36,278","00:52:38,108",1.83,594,I am burning.
1,2,"00:52:39,614","00:52:43,954",4.34,595,Just like how my house and parents burned on that day.
1,2,"00:52:50,250","00:52:52,040",1.79,596,I will give you power.
1,2,"00:52:52,127","00:52:53,837",1.71,597,Will you come with me?
1,2,"00:53:32,000","00:53:33,210",1.21,598,Young Master Jang.
1,2,"00:53:34,169","00:53:39,717",5.55,599,"As you can see, there is nothing I can do but watch my body burn."
1,2,"00:53:41,551","00:53:43,511",1.96,600,There is nothing I can do for you either.
1,2,"00:53:50,810","00:53:52,150",1.34,601,I found your sword.
1,2,"00:53:59,653","00:54:01,993",2.34,602,You said you could retrieve your power with this.
1,2,"00:54:08,995","00:54:12,035",3.04,603,Why are you standing still?
1,2,"00:54:08,995","00:54:12,035",3.04,604,Pick it up and unsheathe it.
1,2,"00:54:29,975","00:54:32,515",2.54,605,An excellent blade recognizes its owner.
1,2,"00:54:42,654","00:54:45,374",2.72,606,"Now, I just need to receive its energy."
1,2,"00:55:21,943","00:55:26,740",4.80,607,You are too weak to handle and unsheathe your own sword.
1,2,"00:55:29,117","00:55:30,947",1.83,608,You are just as powerless as me.
1,2,"00:55:31,953","00:55:33,253",1.30,609,We are useless.
1,2,"00:55:38,543","00:55:41,093",2.55,610,That is enough. Forget it.
1,2,"00:55:41,796","00:55:42,916",1.12,611,Just go.
1,2,"00:55:48,636","00:55:52,466",3.83,612,"I doubt you will be a threat to Songrim, and Naksu is already gone."
1,2,"00:55:53,808","00:55:55,938",2.13,613,Just live as Mu-deok.
1,2,"00:56:00,815","00:56:08,074",7.26,614,I would rather die… than live like this.
1,2,"00:56:10,617","00:56:12,287",1.67,615,Then be my guest.
1,2,"00:57:04,462","00:57:06,422",1.96,616,This is the grave of the Soul Shifters.
1,2,"00:57:07,507","00:57:12,643",5.14,617,The one who taught me this spell also disposed of their bodies here.
1,2,"00:57:23,565","00:57:27,939",4.37,618,So this will be my grave as well.
1,2,"00:57:55,680","00:57:59,390",3.71,619,"Young Master Jang, how long should we keep this place closed?"
1,2,"00:58:00,768","00:58:02,098",1.33,620,I am done now.
1,2,"00:58:02,770","00:58:04,480",1.71,621,What is wrong with Mudeoki?
1,2,"00:58:04,564","00:58:06,234",1.67,622,She seemed out of it.
1,2,"00:58:10,445","00:58:11,695",1.25,623,I am just worried.
1,2,"00:58:12,614","00:58:14,914",2.30,624,She was heading toward Lake Gyeongcheondaeho.
1,2,"00:58:17,660","00:58:18,830",1.17,625,Lake Gyeongcheondaeho?
1,2,"00:58:22,123","00:58:26,785",4.66,626,I would rather die… than live like this.
1,2,"00:58:26,878","00:58:28,338",1.46,627,Then be my guest.
1,2,"00:59:41,995","00:59:43,115",1.12,628,Mu-deok!
1,2,"00:59:44,080","00:59:45,160",1.08,629,Mu-deok!
1,2,"00:59:49,836","00:59:50,916",1.08,630,Darn it…
1,2,"01:00:49,187","01:00:52,647",3.46,631,"SEJUKWON, SONGRIM"
1,2,"01:01:03,117","01:01:04,577",1.46,632,You are in Sejukwon.
1,2,"01:01:05,536","01:01:07,326",1.79,633,Master Heo Yeom's infirmary in Songrim.
1,2,"01:01:08,456","01:01:11,416",2.96,634,"Thanks to you, I could come here even though I was once forbidden."
1,2,"01:01:14,128","01:01:17,508",3.38,635,Your eyes are probably sore.
1,2,"01:01:14,128","01:01:17,508",3.38,636,I put in some eye drops.
1,2,"01:01:18,383","01:01:21,343",2.96,637,He said the blue marks in your eyes were like bruises.
1,2,"01:01:21,427","01:01:23,967",2.54,638,These eye drops will lighten their color.
1,2,"01:01:24,597","01:01:25,677",1.08,639,Put them in regularly.
1,2,"01:01:33,564","01:01:35,194",1.63,640,I unsheathed this before.
1,2,"01:01:36,943","01:01:38,073",1.13,641,I definitely did.
1,2,"01:01:38,152","01:01:39,652",1.50,642,I know. I saw it.
1,2,"01:01:40,405","01:01:42,195",1.79,643,But you are still too weak.
1,2,"01:01:42,281","01:01:44,531",2.25,644,You could only do it thanks to that lake's energy.
1,2,"01:01:45,910","01:01:47,950",2.04,645,I had regained my power inside that lake.
1,2,"01:01:49,580","01:01:50,870",1.29,646,I should go back there.
1,2,"01:01:50,957","01:01:54,417",3.46,647,Then what?
1,2,"01:01:50,957","01:01:54,417",3.46,648,Will you live underwater like a fish?
1,2,"01:01:59,882","01:02:03,012",3.13,649,I felt a surge of energy underwater.
1,2,"01:02:03,094","01:02:04,724",1.63,650,That is how I regained my power.
1,2,"01:02:05,304","01:02:06,474",1.17,651,That is it.
1,2,"01:02:07,557","01:02:13,435",5.88,652,Someone who has energy as powerful as that lake should push out the energy within me.
1,2,"01:02:13,521","01:02:16,361",2.84,653,And who exactly?
1,2,"01:02:13,521","01:02:16,361",2.84,654,Will you be searching for a master too?
1,2,"01:02:17,024","01:02:20,194",3.17,655,"Do you think there is anyone that powerful, to begin with?"
1,2,"01:02:20,278","01:02:23,238",2.96,656,"Even if there was, would they want to help you?"
1,2,"01:02:24,407","01:02:26,422",2.01,657,"You are Naksu, an assassin who shifted her soul."
1,2,"01:02:29,579","01:02:30,499",0.92,658,What?
1,2,"01:02:30,580","01:02:33,170",2.59,659,Uk came to Sejukwon?
1,2,"01:02:33,750","01:02:35,920",2.17,660,He came to treat his maid who was injured.
1,2,"01:02:36,002","01:02:37,672",1.67,661,He barged in.
1,2,"01:02:37,754","01:02:38,884",1.13,662,His maid?
1,2,"01:02:40,298","01:02:41,718",1.42,663,"Mu-deok, was it?"
1,2,"01:02:41,799","01:02:46,721",4.92,664,How bad were her injuries that he would come all the way here himself?
1,2,"01:03:02,862","01:03:04,992",2.13,665,I have only heard of Sejukwon.
1,2,"01:03:05,823","01:03:07,453",1.63,666,It sure is an incredible infirmary.
1,2,"01:03:08,618","01:03:10,448",1.83,667,There are all sorts of medicinal herbs.
1,2,"01:03:11,078","01:03:12,498",1.42,668,And poisonous ones too.
1,2,"01:03:18,252","01:03:22,012",3.76,669,I am sure these eye drops will make your eye color faint.
1,2,"01:03:22,089","01:03:23,629",1.54,670,Lie low and live as Mu-deok.
1,2,"01:03:24,509","01:03:26,009",1.50,671,This is all I can do for you.
1,2,"01:03:26,093","01:03:27,393",1.30,672,You are wrong.
1,2,"01:03:28,554","01:03:31,104",2.55,673,I want you to be my Lake Gyeongcheondaeho.
1,2,"01:03:34,519","01:03:37,189",2.67,674,You said you risked your life many times for me.
1,2,"01:03:38,439","01:03:40,149",1.71,675,Do it one more time.
1,2,"01:03:46,614","01:03:47,914",1.30,676,It will be pretty painful.
1,2,"01:03:55,289","01:03:56,669",1.38,677,What did you put in here?
1,2,"01:03:59,001","01:04:01,001",2.00,678,One of the poisonous herbs.
1,2,"01:04:07,802","01:04:09,602",1.80,679,I am betting everything on you.
1,2,"01:04:11,681","01:04:14,641",2.96,680,So I hope you will survive.
1,2,"01:04:31,117","01:04:37,706",6.59,681,"If you do, I will be your master."
1,2,"01:04:47,550","01:04:49,180",1.63,682,Uk!
1,2,"01:04:50,136","01:04:52,176",2.04,683,What is wrong? Uk!
1,2,"01:04:52,263","01:04:53,353",1.09,684,Uk!
1,2,"01:04:53,431","01:04:54,721",1.29,685,What is wrong with him?
1,2,"01:04:55,349","01:04:56,479",1.13,686,He ingested poison.
1,2,"01:04:58,185","01:04:59,685",1.50,687,Poison?
1,2,"01:04:58,185","01:04:59,685",1.50,688,What poison?
1,2,"01:04:59,770","01:05:03,320",3.55,689,His heart will stop in six hours.
1,2,"01:05:03,399","01:05:04,569",1.17,690,What poison was it?
1,2,"01:05:04,650","01:05:08,913",4.26,691,It will be too late by the time you find out and concoct an antidote.
1,2,"01:05:08,988","01:05:11,528",2.54,692,There is only one way to save him.
1,2,"01:05:11,616","01:05:16,624",5.01,693,Open his gate of energy and remove the poison with both of your energy.
1,2,"01:05:16,704","01:05:17,914",1.21,694,What?
1,2,"01:05:16,704","01:05:17,914",1.21,695,What?
1,2,"01:05:19,415","01:05:21,075",1.66,696,Open his gate of energy.
