season,episode,number_line,timecode_in,timecode_out,text
1,13,162,00:13:51:06,00:13:52:09,Yes.
1,13,163,00:13:54:08,00:13:56:15,"So he was not lying about
the yin-and-yang jade."
1,13,164,00:14:13:04,00:14:14:05,Assistant Gwanju.
1,13,165,00:14:14:07,00:14:17:13,"Did a eunuch serving the royal family
really turn out to be a soul shifter?"
1,13,166,00:14:20:14,00:14:23:04,"And I heard you tried to kill Uk
to keep that a secret."
1,13,167,00:14:23:06,00:14:25:11,"That is a big misunderstanding,
Your Royal Highness."
1,13,168,00:15:02:07,00:15:03:13,You even tried
1,13,169,00:15:03:15,00:15:06:05,"to use my maid
as prey for that soul shifter."
1,13,170,00:15:06:08,00:15:10:09,"You better have a good excuse
for this to be a misunderstanding."
1,13,171,00:15:22:12,00:15:25:12,"Are you asking about Cho Chung,
the man who used to work"
1,13,172,00:15:25:14,00:15:27:23,as a constellation mage at Cheonbugwan?
1,13,173,00:15:28:07,00:15:32:01,"I heard Jang Gang
and Cho Chung were very close."
1,13,174,00:15:32:03,00:15:33:07,"Yes, they were."
1,13,175,00:15:33:23,00:15:35:18,They were very good friends.
1,13,176,00:15:36:06,00:15:38:01,He visited our home often.
1,13,177,00:15:38:13,00:15:42:04,"He made funny jokes,
and he was a warm-hearted man."
1,13,178,00:15:43:04,00:15:44:21,"Cho Chung got involved with sorcery,"
1,13,179,00:15:44:23,00:15:47:14,"and that eventually wiped out
his entire family."
1,13,180,00:15:47:16,00:15:49:09,He was such a good man.
1,13,181,00:15:49:23,00:15:53:13,"It is still hard to believe
that such a thing happened to him."
1,13,182,00:15:54:20,00:15:58:19,"Cho Chung had a daughter.
Did you also know her?"
1,13,183,00:15:59:13,00:16:01:03,"Yes, I remember her."
1,13,184,00:16:01:12,00:16:05:06,"She was always right beside her father
and was very close with him too."
1,13,185,00:16:05:08,00:16:07:12,"I heard she also disappeared
amid the chaos."
1,13,186,00:16:08:06,00:16:09:09,I am guessing
1,13,187,00:16:10:02,00:16:11:15,that she is dead.
1,13,188,00:16:12:11,00:16:14:19,Why do you think so?
1,13,189,00:16:14:21,00:16:18:22,"Master Jang Gang tried to find that girl
for a very long time."
1,13,190,00:16:19:19,00:16:22:24,"If she was still alive,
he would have found her already,"
1,13,191,00:16:23:01,00:16:25:03,unless someone was purposely hiding her.
1,13,192,00:16:26:06,00:16:27:20,Madam Do-hwa had passed away.
1,13,193,00:16:28:15,00:16:30:17,"His best friend had
ended up in such a state."
1,13,194,00:16:30:19,00:16:34:02,"Master Jang was not
in his right mind back then."
1,13,195,00:16:34:13,00:16:38:00,He blamed himself for both their deaths
1,13,196,00:16:38:14,00:16:40:07,and was in great agony.
1,13,197,00:16:41:09,00:16:43:20,"He left home
to find his friend's daughter,"
1,13,198,00:16:43:22,00:16:46:06,"and I thought
he would come back once he did."
1,13,199,00:16:46:16,00:16:47:19,But…
1,13,200,00:16:48:10,00:16:52:09,"It is odd that he would leave home
for 20 years just to find a little girl."
1,13,201,00:16:53:01,00:16:55:18,"I am starting to worry that maybe
he has not returned"
1,13,202,00:16:55:20,00:16:57:09,because of another reason.
1,13,203,00:16:57:19,00:17:01:15,"If he had found the girl 20 years ago,"
1,13,204,00:17:02:06,00:17:04:22,her life would not have been so hard.
1,13,205,00:17:04:24,00:17:08:23,"And Jang Gang would not have had
to feel so guilty."
1,13,206,00:17:09:00,00:17:10:14,"""Guilty""?"
1,13,207,00:17:10:16,00:17:14:18,"Are you implying that what Master Jang did
to his friend was wrong?"
1,13,208,00:17:15:06,00:17:17:08,He punished someone who practiced sorcery.
1,13,209,00:17:17:10,00:17:19:09,That was the right thing to do as a mage.
1,13,210,00:17:19:11,00:17:23:13,"No matter how close they may have been,
it was not wrong of him to punish him."
1,13,211,00:17:23:15,00:17:28:00,"You cannot judge what is right or wrong
merely based on the things you see."
1,13,212,00:17:28:11,00:17:30:24,There are stories to everything.
1,13,213,00:17:31:01,00:17:34:05,"And fate is made up of
many stories and relationships."
1,13,214,00:17:34:07,00:17:36:05,"Are you implying that
the ill-fated relationship"
1,13,215,00:17:36:07,00:17:41:08,"between the Cho family and the Jang family
has not yet ended?"
1,13,216,00:17:42:22,00:17:44:00,"By any chance,"
1,13,217,00:17:44:23,00:17:49:00,"are you saying that a member
of the Cho family is in this household?"
1,13,218,00:17:49:22,00:17:52:08,Did Songrim find the girl?
1,13,219,00:17:54:18,00:17:56:05,That girl…
1,13,220,00:17:58:09,00:17:59:16,Is dead.
1,13,221,00:18:05:00,00:18:06:05,I see.
1,13,222,00:18:06:22,00:18:08:05,Poor thing.
1,13,223,00:18:09:07,00:18:11:09,I should hold a memorial service for her.
1,13,224,00:18:14:14,00:18:15:22,Maidservant Kim.
1,13,225,00:18:16:22,00:18:18:10,You are very warm-hearted.
1,13,226,00:18:18:12,00:18:20:11,It is not a gesture of kindness.
1,13,227,00:18:20:13,00:18:23:21,"I just do not wish her spirit
to remain in this world"
1,13,228,00:18:24:06,00:18:25:21,and harass Young Master Jang.
