season,episode,line,start_time,end_time,text
1,1,392,00:41:21:03,00:41:24:15,"I am just wondering if this crab leg
almost could have killed me."
1,1,393,00:41:24:17,00:41:27:13,"Give it here. Give it to me.
I will pick out the meat--"
1,1,394,00:41:29:01,00:41:32:04,"Listen, Uk.
You are aiming at a vital point."
1,1,395,00:41:33:19,00:41:35:00,I could die.
1,1,396,00:41:35:02,00:41:37:07,"Yes, she aimed at my vital point
in just one go."
1,1,397,00:41:40:10,00:41:43:10,But why did she roll off then?
1,1,398,00:41:49:01,00:41:52:10,"Why is it that this tiny body
keeps craving food?"
1,1,399,00:41:52:12,00:41:54:19,"If I do not eat, I only become weaker."
1,1,400,00:41:55:07,00:41:56:15,I have no other choice.
1,1,401,00:42:07:07,00:42:09:15,"Now is not the time to fight.
I should hold it in."
1,1,402,00:42:15:09,00:42:16:24,The mages of Jeongjingak are here.
1,1,403,00:42:22:10,00:42:24:18,"I heard an assassin
has entered Songrim Jeongjingak."
1,1,404,00:42:24:20,00:42:26:22,What fool would break into Jeongjingak?
1,1,405,00:42:27:00,00:42:29:05,"She aimed for the leader, but got caught."
1,1,406,00:42:29:07,00:42:30:18,The assassin is a young lady.
1,1,407,00:42:30:20,00:42:32:07,My goodness gracious.
1,1,408,00:43:04:00,00:43:06:11,He would have seen my dead body.
1,1,409,00:43:06:13,00:43:08:00,He likely did not recognize me.
1,1,410,00:43:09:03,00:43:12:18,"I am sure he did not recognize
the whistle either."
1,1,411,00:43:22:03,00:43:24:21,"There are no signs of Naksu
having visited this place."
1,1,412,00:43:25:14,00:43:28:08,I think she failed to find a new body.
1,1,413,00:43:29:11,00:43:32:04,"Even if she succeeded,
she probably is not showing herself"
1,1,414,00:43:32:06,00:43:34:14,because she is facing a problem.
1,1,415,00:43:34:16,00:43:37:11,"An assassin with a revealed identity
must be discarded."
1,1,416,00:43:39:22,00:43:41:21,"We will have to
retrieve her body and sword."
1,1,417,00:43:41:23,00:43:44:05,"Get rid of all everything
that has to do with her."
1,1,418,00:43:44:07,00:43:48:06,What happens if she is still alive?
1,1,419,00:43:49:20,00:43:52:05,"She will either get killed
for being a soul shifter,"
1,1,420,00:43:52:07,00:43:54:13,"or her soul will clash with her new body,"
1,1,421,00:43:54:15,00:43:56:06,and she will turn into a rock.
1,1,422,00:43:56:21,00:43:59:07,I trained her to become the best assassin.
1,1,423,00:44:00:04,00:44:01:10,It is a pity.
1,1,424,00:44:09:20,00:44:11:09,How much longer do you need?
1,1,425,00:44:11:12,00:44:15:11,"It is expensive,
so I need to take a closer look."
1,1,426,00:44:15:13,00:44:18:20,"I will not ask for too much.
Just pick a price and pay me."
1,1,427,00:44:21:05,00:44:22:01,Over here!
1,1,428,00:44:22:24,00:44:24:14,"-It is her.
-What is going on?"
1,1,429,00:44:24:16,00:44:25:19,Take her away!
1,1,430,00:44:41:10,00:44:43:23,Where am I? Did I get caught?
1,1,431,00:44:45:03,00:44:46:17,Then is this Songrim?
1,1,432,00:44:49:22,00:44:51:06,Are you awake?
1,1,433,00:44:51:08,00:44:53:17,Who are you? Where is this place?
1,1,434,00:44:57:18,00:45:00:16,"It is the house of Master Jang Gang,
the head of Cheonbugwan."
1,1,435,00:45:01:06,00:45:04:10,"""Jang Gang""?
So this is the Jang family's house?"
1,1,436,00:45:08:20,00:45:13:07,"I wonder why Young Master
brought home such a weak girl."
1,1,437,00:45:13:09,00:45:15:21,"-""Young Master""?
-That is right."
1,1,438,00:45:15:24,00:45:19:18,"Young Master Jang Uk paid money
to bring you here from the brothel."
1,1,439,00:45:19:21,00:45:23:09,"I heard you stole
his Jade Plaque at the brothel."
1,1,440,00:45:25:09,00:45:26:17,Take this instead.
1,1,441,00:45:28:18,00:45:29:23,Hey…
1,1,442,00:45:30:21,00:45:32:15,Why would he bring me here?
1,1,443,00:45:32:17,00:45:35:15,"I was worried when he said
he was going to bring home a girl,"
1,1,444,00:45:36:05,00:45:38:00,but you put me at ease.
1,1,445,00:45:38:02,00:45:39:19,He only helped out of pity.
1,1,446,00:45:40:14,00:45:42:21,Here. Get changed.
1,1,447,00:45:42:23,00:45:44:03,Mu-deok.
1,1,448,00:45:44:06,00:45:46:06,"-What is this?
-What do you think?"
1,1,449,00:45:46:08,00:45:48:03,It is your uniform as a servant.
1,1,450,00:45:48:05,00:45:52:06,"Also, you need to speak to me
using honorifics."
1,1,451,00:45:53:20,00:45:55:10,"Young Master Jang is weak,"
1,1,452,00:45:55:12,00:45:57:09,so he gets tired very easily.
1,1,453,00:45:57:11,00:45:59:17,"Make sure you do things
as soon as you are asked."
1,1,454,00:46:00:07,00:46:03:23,"And always put on a smile
no matter what he says."
1,1,455,00:46:05:03,00:46:06:05,Where is my answer?
1,1,456,00:46:07:09,00:46:09:11,"-Yes, ma'am.
-Good."
1,1,457,00:46:10:01,00:46:13:11,"He wanted to see you as soon as possible,
so get changed and go see him."
1,1,458,00:46:13:14,00:46:14:16,Answer me.
1,1,459,00:46:15:08,00:46:16:12,Yes…
1,1,460,00:46:17:16,00:46:18:12,Miss.
1,1,461,00:46:20:04,00:46:22:01,"I would rather you call me ""ma'am."""
1,1,462,00:46:26:10,00:46:27:14,"""Young Master""?"
1,1,463,00:46:28:19,00:46:30:11,Why would he bring me home?
1,1,464,00:46:33:16,00:46:35:01,You have beautiful eyes.
1,1,465,00:46:36:03,00:46:37:12,Did he fall for me?
1,1,466,00:46:38:24,00:46:40:09,For this face?
1,1,467,00:46:42:01,00:46:43:16,He has very low taste.
1,1,468,00:46:51:08,00:46:53:14,"Anyway, it might be safer for me"
1,1,469,00:46:53:16,00:46:56:01,to live here until I fully recover.
1,1,470,00:46:57:13,00:47:01:14,"If he is head over heels for me,
at least he will treat me right."
1,1,471,00:47:02:18,00:47:04:08,Then…
1,1,472,00:47:04:10,00:47:08:05,"I guess I will have to continue
living my life as Mu-deok here."
1,1,473,00:47:09:14,00:47:12:12,"Young Master. It is me, Mu-deok."
1,1,474,00:47:13:11,00:47:14:14,Come in.
1,1,475,00:47:25:15,00:47:26:13,Young Master.
1,1,476,00:47:26:15,00:47:28:16,Thank you so much for saving my life
1,1,477,00:47:28:19,00:47:31:04,and bringing me here.
1,1,478,00:47:32:05,00:47:34:07,It just took a few men to drag you here.
1,1,479,00:47:36:00,00:47:38:18,"-I am disappointed.
-I know it was rude of me"
1,1,480,00:47:38:20,00:47:42:21,"to threaten you with a crab leg,
but I hope you will put that behind you."
1,1,481,00:47:42:23,00:47:44:11,You sound a lot more polite now.
1,1,482,00:47:44:13,00:47:46:14,I will do my best to serve you right.
1,1,483,00:47:47:07,00:47:48:19,"Fine, you do that."
1,1,484,00:47:48:21,00:47:51:06,"Mu-deok, go and get me some water."
1,1,485,00:47:51:24,00:47:53:04,"Yes, Young Master."
1,1,486,00:48:00:10,00:48:01:06,Gosh.
1,1,487,00:48:01:21,00:48:03:18,I am not thirsty. It is to wash myself.
1,1,488,00:48:04:12,00:48:06:14,"Oh, I see. I understand, Young Master."
1,1,489,00:48:11:03,00:48:13:09,"I will just take a bath
instead of washing my face."
1,1,490,00:48:20:02,00:48:21:12,"Gosh, that is hot."
1,1,491,00:48:21:14,00:48:23:13,This is much too hot.
1,1,492,00:48:25:04,00:48:26:15,"Right, Young Master."
1,1,493,00:48:32:22,00:48:34:10,"Oh, gosh. It is cold."
1,1,494,00:48:34:24,00:48:36:21,The water is freezing.
1,1,495,00:48:39:21,00:48:41:01,It is not freezing.
1,1,496,00:48:41:03,00:48:43:12,"It is. I will catch a cold
if I wash in cold water."
1,1,497,00:48:45:08,00:48:47:03,"-What is his deal?
-It is so cold."
1,1,498,00:48:47:05,00:48:48:09,Did he not fall for me?
1,1,499,00:48:48:11,00:48:49:23,"What are you doing, Mu-deok?"
1,1,500,00:48:51:03,00:48:54:08,"Yes, Young Master.
I will pour in some more hot water."
1,1,501,00:49:00:04,00:49:01:00,It is salty.
1,1,502,00:49:01:22,00:49:02:22,Too sweet. Too spicy.
1,1,503,00:49:02:24,00:49:04:13,It is too long. What is this taste?
1,1,504,00:49:04:15,00:49:05:21,I'm not going to eat.
1,1,505,00:49:09:08,00:49:11:00,The water smells weird.
1,1,506,00:49:11:18,00:49:12:16,It smells?
1,1,507,00:49:13:16,00:49:14:23,Bring me a new bucket.
1,1,508,00:49:18:00,00:49:18:23,Get a different blanket.
1,1,509,00:49:19:22,00:49:22:05,I want the blue blanket tonight.
1,1,510,00:49:44:14,00:49:48:11,"He does not do anything,
but he washes three times a day."
1,1,511,00:49:52:09,00:49:53:13,I will kill him.
1,1,512,00:49:53:15,00:49:57:06,"Once I regain my energy,
he'll be the first one I kill."
1,1,513,00:50:01:10,00:50:04:05,"Young Master, I brought you cold water."
1,1,514,00:50:04:22,00:50:07:08,"-I brought…
-Forget it. The water has cooled"
1,1,515,00:50:07:10,00:50:08:22,to just the right temperature.
1,1,516,00:50:10:08,00:50:11:10,Good work…
1,1,517,00:50:11:12,00:50:13:22,"I mean, your work was all in vain,
Mu-deok."
1,1,518,00:50:25:01,00:50:26:12,If only I had the power…
1,1,519,00:50:27:06,00:50:30:13,"If I just had a fraction
of the power I used to have…"
1,1,520,00:50:42:16,00:50:43:21,What is going on?
1,1,521,00:50:44:14,00:50:47:20,What is happening?
1,1,522,00:51:04:21,00:51:06:00,What is so funny?
1,1,523,00:51:07:10,00:51:08:08,What?
1,1,524,00:51:09:09,00:51:11:00,What is with that smile?
1,1,525,00:51:12:00,00:51:13:02,It is nothing.
1,1,526,00:51:13:04,00:51:14:19,The water is nice and cold.
1,1,527,00:51:15:18,00:51:17:00,Go fetch my clothes.
1,1,528,00:51:17:02,00:51:18:09,"Right, Young Master."
1,1,529,00:51:20:07,00:51:21:10,Gosh.
1,1,530,00:51:27:07,00:51:28:03,What are you doing?
1,1,531,00:51:29:20,00:51:31:04,Here you go.
1,1,532,00:51:33:13,00:51:35:12,You may leave. Get some rest.
1,1,533,00:51:36:04,00:51:37:10,"Yes, Young Master."
1,1,534,00:51:49:04,00:51:53:06,"That Spirit Plaque will allow me
to break the barrier and enter Songrim."
1,1,535,00:51:55:04,00:51:56:20,But I cannot do that right now
1,1,536,00:51:56:22,00:51:58:24,"because I do not have
the power to cast spells."
1,1,537,00:52:00:15,00:52:01:21,I should find my sword.
1,1,538,00:52:03:10,00:52:06:08,"I might get my power back
if I find my sword."
1,1,539,00:52:09:19,00:52:11:06,"With that Spirit Plaque,"
1,1,540,00:52:12:04,00:52:14:15,I will be able to enter Songrim.
1,1,541,00:52:18:20,00:52:22:15,SONGRIM
1,1,542,00:52:23:20,00:52:27:01,"How long do you plan to keep
Naksu's body at Jeongjingak?"
1,1,543,00:52:27:18,00:52:29:20,"If she succeeded in finding a new body,"
1,1,544,00:52:30:08,00:52:31:10,Naksu…
1,1,545,00:52:32:11,00:52:33:21,will come back for her sword.
1,1,546,00:52:35:15,00:52:38:21,She will come here looking for her body.
1,1,547,00:52:40:04,00:52:42:07,Let us see how things turn out.
1,1,548,00:52:48:23,00:52:52:02,"Maybe it is because
your father's room is always empty,"
1,1,549,00:52:52:22,00:52:54:13,but it never seems to get dusty.
1,1,550,00:52:55:15,00:52:57:10,I wonder when he will return.
1,1,551,00:53:01:09,00:53:04:21,"The colors in your mother's portrait
are starting to fade away."
1,1,552,00:53:05:11,00:53:07:23,"We should call a painter
to repaint the colors."
1,1,553,00:53:30:15,00:53:33:02,"I memorized all the books
you told me to read."
1,1,554,00:53:33:16,00:53:35:17,"Now, teach me how to practice spells"
1,1,555,00:53:35:19,00:53:37:22,just like how you taught Yul and Dang-gu.
1,1,556,00:53:46:11,00:53:49:04,That sword belongs to your father.
1,1,557,00:53:49:06,00:53:50:14,Take it out.
1,1,558,00:54:03:17,00:54:05:19,"Due to the spell that has been cast on me,"
1,1,559,00:54:05:21,00:54:08:09,"I am unable to take out a sword
that has a spell on it."
1,1,560,00:54:08:21,00:54:11:03,"You cannot even take out
your own father's sword."
1,1,561,00:54:11:05,00:54:12:21,How do you expect to learn spells?
1,1,562,00:54:12:23,00:54:15:20,"Why can you not open my gate of energy
so I can practice casting spells?"
1,1,563,00:54:15:22,00:54:16:20,I…
1,1,564,00:54:18:01,00:54:19:10,cannot do that.
1,1,565,00:54:20:19,00:54:24:05,Then find me another master.
1,1,566,00:54:24:23,00:54:26:08,No master can do that.
1,1,567,00:54:27:06,00:54:29:18,"No one in Daeho will be able
to go against your father"
1,1,568,00:54:29:20,00:54:31:18,and open your gate of energy.
1,1,569,00:54:31:20,00:54:33:06,Then are you saying
1,1,570,00:54:34:05,00:54:36:02,"I will never have
the ability to practice spells?"
1,1,571,00:54:36:04,00:54:37:03,That was
1,1,572,00:54:37:05,00:54:41:10,the fate given to you by your father.
1,1,573,00:54:42:09,00:54:44:05,Why!
1,1,574,00:54:44:08,00:54:46:06,Why would he decide my own fate?
1,1,575,00:54:47:12,00:54:49:21,"No one even considers him
as my true father anyway!"
1,1,576,00:54:51:10,00:54:52:21,I will find someone.
1,1,577,00:54:53:23,00:54:57:24,"A master who will open my gate of energy
and teach me how to practice spells."
1,1,578,00:54:58:19,00:55:00:14,I will find someone myself.
1,1,579,00:55:01:24,00:55:04:08,"Then I will take out that sword
and break it in two."
1,1,580,00:55:30:14,00:55:33:00,"I heard Young Master Jang
got expelled again."
1,1,581,00:55:33:17,00:55:36:22,"Why would the son of the great Lord Jang
always get in so much trouble?"
1,1,582,00:55:37:00,00:55:38:17,He is not his son.
1,1,583,00:55:38:19,00:55:41:03,"Do-hwa, the most beautiful woman in Daeho,"
1,1,584,00:55:41:05,00:55:43:14,slept with another man and had Jang Uk.
1,1,585,00:55:44:04,00:55:45:20,I doubt that rumor is true.
1,1,586,00:55:45:22,00:55:48:24,"Then why would he block his son
from casting spells"
1,1,587,00:55:49:01,00:55:50:24,and live his life like a vagabond?
1,1,588,00:55:51:24,00:55:56:00,"I wonder if he is really weak
because his father put a spell on him."
1,1,589,00:56:05:18,00:56:07:17,"The Spirit Plaque should be
here somewhere."
1,1,590,00:56:22:00,00:56:23:11,Where is it?
1,1,591,00:56:48:20,00:56:50:19,Why did I have to hide here?
1,1,592,00:56:50:21,00:56:52:11,What will he think of me?
1,1,593,00:56:53:09,00:56:54:15,What should I say to him?
1,1,594,00:57:01:03,00:57:03:19,"This was not what I had in mind
when I brought you here."
1,1,595,00:57:05:19,00:57:06:15,Well…
1,1,596,00:57:07:08,00:57:09:23,"You kept saying you were cold,"
1,1,597,00:57:10:00,00:57:12:01,so I was just heating the bedding for you.
1,1,598,00:57:12:03,00:57:15:00,"If you lie down right away,
it will be nice and warm all night."
1,1,599,00:57:15:02,00:57:16:06,Is that so?
1,1,600,00:57:17:21,00:57:19:00,How kind of you.
1,1,601,00:57:23:11,00:57:25:16,"-Good night, then.
-Where are you going?"
1,1,602,00:57:27:20,00:57:29:04,You came to keep me warm.
1,1,603,00:57:30:23,00:57:32:06,Keep my bed
1,1,604,00:57:32:22,00:57:34:00,nice and hot
1,1,605,00:57:35:09,00:57:36:12,all night long.
1,1,606,00:57:38:14,00:57:39:18,Heat it up.
1,1,607,00:57:44:00,00:57:47:04,What? Does he really like me?
1,1,608,00:57:47:06,00:57:48:21,Have I fallen for his tricks?
1,1,609,00:57:57:05,00:57:58:02,Young Master…
1,1,610,00:57:59:01,00:58:01:16,"My body is not warm enough
to keep you warm."
1,1,611,00:58:01:18,00:58:03:18,"Ever since I was young,
I easily got the chills."
1,1,612,00:58:03:20,00:58:06:14,So my body temperature is always very low.
1,1,613,00:58:13:14,00:58:14:19,All right.
1,1,614,00:58:28:10,00:58:31:11,"I do not plan on doing
what you want me to do."
1,1,615,00:58:41:07,00:58:43:17,Bring the brazier closer to me.
1,1,616,00:58:47:14,00:58:48:18,The brazier?
1,1,617,00:58:49:07,00:58:52:09,"I just wanted you to bring
the brazier near my bed"
1,1,618,00:58:52:11,00:58:53:13,and keep it hot.
1,1,619,00:58:57:21,00:58:59:08,Keep it hot.
1,1,620,00:59:05:23,00:59:06:20,Here.
1,1,621,00:59:07:10,00:59:09:07,This is too close.
1,1,622,00:59:10:15,00:59:12:02,It will be too hot.
1,1,623,00:59:12:24,00:59:14:24,"Oh, right. It will be too hot."
1,1,624,00:59:18:23,00:59:20:20,I will sell you if the fire goes out.
1,1,625,00:59:20:22,00:59:22:12,Keep the fire alive all night.
1,1,626,00:59:22:15,00:59:23:18,"All right, Young Master."
1,1,627,00:59:35:15,00:59:38:23,All right. Dang-gu is here.
1,1,628,00:59:42:11,00:59:44:16,What is that? It is a whistle.
1,1,629,00:59:45:10,00:59:46:06,Yes.
1,1,630,00:59:47:05,00:59:48:21,I swear I made this.
1,1,631,00:59:48:24,00:59:52:04,"Oh, right. I remember.
You used to have a pet bird."
1,1,632,00:59:52:06,00:59:54:02,Why? Are you planning to get a new one?
1,1,633,00:59:55:10,00:59:56:15,"No, not exactly."
1,1,634,00:59:56:17,00:59:58:15,I just found this on someone unexpected.
1,1,635,00:59:59:20,01:00:02:01,I wonder why she had it.
1,1,636,01:00:02:03,01:00:03:08,Maybe you gave it to her.
1,1,637,01:00:03:23,01:00:06:00,Maybe you forgot that you gave it to her.
1,1,638,01:00:06:02,01:00:07:04,No.
1,1,639,01:00:08:01,01:00:10:08,I clearly remember who I gave this to.
1,1,640,01:00:27:11,01:00:30:06,Then go ask her.
1,1,641,01:00:37:02,01:00:39:21,You are going to go at this hour?
1,1,642,01:00:39:23,01:00:41:08,I need to check something.
1,1,643,01:02:36:14,01:02:38:01,Who are those guys?
1,1,644,01:02:53:19,01:02:55:00,Intruders!
1,1,645,01:02:55:18,01:02:57:11,We have intruders!
1,1,646,01:02:57:13,01:02:58:20,Intruders!
1,1,647,01:03:57:07,01:03:58:13,Go on.
1,1,648,01:04:29:14,01:04:30:15,Out of the way!
1,1,649,01:05:11:03,01:05:13:18,"Yul, what is going on?"
1,1,650,01:05:17:08,01:05:18:19,The Training Center is on fire.
1,1,651,01:05:26:18,01:05:28:11,Who is at Jeongjingak?
1,1,652,01:05:28:13,01:05:30:01,Master Yul and Dang-gu.
1,1,653,01:05:33:06,01:05:34:15,"Uncle, are you all right?"
1,1,654,01:05:35:21,01:05:37:01,The intruders all left.
1,1,655,01:05:39:05,01:05:40:23,Jeongjingak is empty.
1,1,656,01:05:51:17,01:05:53:02,"-Find them.
-Yes, my lord."
1,1,657,01:06:03:14,01:06:05:05,Who were those guys?
1,1,658,01:06:06:05,01:06:08:03,Did the Danju send them here?
1,1,659,01:06:11:05,01:06:14:14,"The soul you need to collect this time
is Park Jin, the leader of Songrim."
1,1,660,01:06:18:09,01:06:19:12,Right.
1,1,661,01:06:20:15,01:06:22:20,"He must have sent them here
to retrieve my body."
1,1,662,01:06:30:17,01:06:31:23,Who is there?
1,1,663,01:07:05:03,01:07:06:00,Young Master?
1,1,664,01:07:20:06,01:07:21:17,What are you doing here?
1,1,665,01:07:25:03,01:07:26:10,Because of your eyes.
1,1,666,01:07:27:14,01:07:28:11,My eyes?
1,1,667,01:07:51:03,01:07:52:19,I knew the moment I saw you.
1,1,668,01:07:55:11,01:07:56:21,You are my master.
